id,path,line,kind,index,source,translation,meta
scenes/act1.md:123:dialogue:0,scenes/act1.md,123,dialogue,0,"But replaying the game will give the same story, implying your *CHOICES* don't matter,","Αλλά το να ξαναπαίζεις το παιχνίδι δίνει την ίδια ιστορία, υπονοώντας ότι οι *ΕΠΙΛΟΓΕΣ* σου δεν έχουν σημασία,","{""speaker"": ""b""}"
scenes/act1.md:127:dialogue:0,scenes/act1.md,127,dialogue,0,"Thus showing a contradiction between the game's message and mechanics,","Έτσι δείχνοντας αντίφαση ανάμεσα στο μήνυμα του παιχνιδιού και τη μηχανική του,","{""speaker"": ""b""}"
scenes/act1.md:131:dialogue:0,scenes/act1.md,131,dialogue,0,"Thus unraveling the fabric of this narrative universe,","Έτσι ξετυλίγοντας το ύφασμα αυτού του αφηγηματικού σύμπαντος,","{""speaker"": ""b""}"
scenes/act1.md:135:dialogue:0,scenes/act1.md,135,dialogue,0,And then we'll--,Και μετά θα--,"{""speaker"": ""b""}"
scenes/act1.md:144:dialogue:0,scenes/act1.md,144,dialogue,0,DIEEEEEEEEEEEEEEEEEEE,ΘΑ ΠΕΘΑΝΟΥΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜ,"{""speaker"": ""b""}"
scenes/act1.md:167:dialogue:0,scenes/act1.md,167,dialogue,0,Okay let's get back into character.,"Εντάξει, ας ξαναμπώ στον ρόλο.","{""speaker"": ""h""}"
scenes/act1.md:173:dialogue:0,scenes/act1.md,173,dialogue,0,(LET _YOUR_ ANXIETY BLAH BLAH BLAH MOST SIMILAR TO WHAT _YOUR_ FEAR BLAH BLAH YOU KNOW THE DRILL),"(ΑΦΗΣΕ ΤΟ _ΔΙΚΟ ΣΟΥ_ ΆΓΧΟΣ ΜΠΛΑ ΜΠΛΑ ΜΠΛΑ Ο,ΤΙ ΜΟΙΑΖΕΙ ΠΕΡΙΣΣΟΤΕΡΟ ΜΕ ΤΟΝ _ΔΙΚΟ ΣΟΥ_ ΦΟΒΟ ΜΠΛΑ ΜΠΛΑ ΞΕΡΕΙΣ ΤΗ ΔΙΑΔΙΚΑΣΙΑ)","{""speaker"": ""n4""}"
scenes/act1.md:189:dialogue:0,scenes/act1.md,189,dialogue,0,"Oh good, my wolf's back. Faaaaantastic.","Α, καλά, ο λύκος μου γύρισε. Φααααανταστικά.","{""speaker"": ""h""}"
scenes/act1.md:193:dialogue:0,scenes/act1.md,193,dialogue,0,YOUR JOB IS TO PROTECT YOUR HUMAN FROM *DANGER*,Η ΔΟΥΛΕΙΑ ΣΟΥ ΕΙΝΑΙ ΝΑ ΠΡΟΣΤΑΤΕΥΕΙΣ ΤΟΝ ΑΝΘΡΩΠΟ ΣΟΥ ΑΠΟ *ΚΙΝΔΥΝΟ*,"{""speaker"": ""n""}"
scenes/act1.md:197:dialogue:0,scenes/act1.md,197,dialogue,0,"IN FACT, THAT SANDWICH IS PUTTING THEM IN *DANGER* RIGHT NOW","ΜΑΛΙΣΤΑ, ΑΥΤΟ ΤΟ ΣΑΝΤΟΥΙΤΣ ΤΟΥΣ ΒΑΖΕΙ ΣΕ *ΚΙΝΔΥΝΟ* ΤΩΡΑ","{""speaker"": ""n""}"
scenes/act1.md:199:dialogue:0,scenes/act1.md,199,dialogue,0,"QUICK, WARN THEM!","ΓΡΗΓΟΡΑ, ΠΡΟΕΙΔΟΠΟΙΗΣΕ ΤΟΥΣ!","{""speaker"": ""n""}"
scenes/act1.md:207:dialogue:0,scenes/act1.md,207,dialogue,0,"Human! Listen, we're in danger! The danger is...","Άνθρωπο! Άκου, κινδυνεύουμε! Ο κίνδυνος είναι...","{""speaker"": ""b""}"
scenes/act1.md:211:dialogue:0,scenes/act1.md,211,dialogue,0,(LET _YOUR_ ANXIETY COME OUT TO PLAY! PICK WHAT'S MOST SIMILAR TO WHAT _YOUR_ FEAR TELLS YOU),"(ΑΦΗΣΕ ΤΟ _ΔΙΚΟ ΣΟΥ_ ΆΓΧΟΣ ΝΑ ΒΓΕΙ ΝΑ ΠΑΙΞΕΙ! ΔΙΑΛΕΞΕ Ο,ΤΙ ΜΟΙΑΖΕΙ ΠΕΡΙΣΣΟΤΕΡΟ ΜΕ ΑΥΤΟ ΠΟΥ ΣΟΥ ΛΕΕΙ Ο _ΔΙΚΟΣ ΣΟΥ_ ΦΟΒΟΣ)","{""speaker"": ""n4""}"
scenes/act1.md:217:choice:0,scenes/act1.md,217,choice,0,We're eating alone for lunch! Again!,Τρώμε μόνοι μας το μεσημεριανό! Πάλι!,"{""anchor"": ""#act1a_alone""}"
scenes/act1.md:219:choice:0,scenes/act1.md,219,choice,0,We're not productive while eating!,Δεν είμαστε παραγωγικοί όσο τρώμε!,"{""anchor"": ""#act1a_productive""}"
scenes/act1.md:221:choice:0,scenes/act1.md,221,choice,0,That white bread's bad for us!,Το λευκό ψωμί είναι κακό για μας!,"{""anchor"": ""#act1a_bread""}"
scenes/act1.md:230:dialogue:0,scenes/act1.md,230,dialogue,0,Don't you know loneliness is associated with premature death as much as smoking 15 cigarettes a day?-,Δεν ξέρεις ότι η μοναξιά συνδέεται με πρόωρο θάνατο όσο και 15 τσιγάρα την ημέρα;-,"{""speaker"": ""b""}"
scenes/act1.md:236:dialogue:0,scenes/act1.md,236,dialogue,0,"(Holt-Lunstad 2010, PLoS Medicine)","(Holt-Lunstad 2010, PLoS Medicine)","{""speaker"": ""b""}"
scenes/act1.md:240:dialogue:0,scenes/act1.md,240,dialogue,0,"Um, thanks for citing your sources but--","Ε, ευχαριστώ που παραθέτεις πηγές αλλά--","{""speaker"": ""h""}"
scenes/act1.md:246:dialogue:0,scenes/act1.md,246,dialogue,0,Which means if we don't hang out with someone *right now* we're gonna-,Άρα αν δεν βγούμε με κάποιον *τώρα αμέσως* θα--,"{""speaker"": ""b""}"
scenes/act1.md:250:dialogue:0,scenes/act1.md,250,dialogue,0,DIEEEEEEEEEEEEEEEEEEE,ΘΑ ΠΕΘΑΝΟΥΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜ,"{""speaker"": ""b""}"
scenes/act1.md:263:dialogue:0,scenes/act1.md,263,dialogue,0,YOU USED *FEAR OF BEING UNLOVED*,ΧΡΗΣΙΜΟΠΟΙΗΣΕΣ *ΦΟΒΟ ΜΗ ΑΓΑΠΗΜΕΝΟΥ*,"{""speaker"": ""n""}"
scenes/act1.md:274:dialogue:0,scenes/act1.md,274,dialogue,0,Whip out your laptop and do some work right now!,Βγάλε το laptop και δούλεψε τώρα αμέσως!,"{""speaker"": ""b""}"
scenes/act1.md:278:dialogue:0,scenes/act1.md,278,dialogue,0,"Um, I'd rather not get crumbs in my keyboa--","Ε, προτιμώ να μη βάλω ψίχουλα στο πληκτρολόγι--","{""speaker"": ""h""}"
scenes/act1.md:285:dialogue:0,scenes/act1.md,285,dialogue,0,If we're not contributing to the body of society then we're a society-parasite!,"Αν δεν συνεισφέρουμε στο σώμα της κοινωνίας, είμαστε παράσιτο της κοινωνίας!","{""speaker"": ""b""}"
scenes/act1.md:287:dialogue:0,scenes/act1.md,287,dialogue,0,The society-body will go to the society-doctor for medication to kill their society-parasites then we'll--,Το σώμα-κοινωνία θα πάει στον γιατρό-κοινωνία για φάρμακα να σκοτώσει τα παράσιτα-κοινωνίας και μετά θα--,"{""speaker"": ""b""}"
scenes/act1.md:294:dialogue:0,scenes/act1.md,294,dialogue,0,DIEEEEEEEEEEEEEEEEEEE,ΘΑ ΠΕΘΑΝΟΥΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜ,"{""speaker"": ""b""}"
scenes/act1.md:307:dialogue:0,scenes/act1.md,307,dialogue,0,YOU USED *FEAR OF BEING A BAD PERSON*,ΧΡΗΣΙΜΟΠΟΙΗΣΕΣ *ΦΟΒΟ ΚΑΚΟΥ ΑΝΘΡΩΠΟΥ*,"{""speaker"": ""n""}"
scenes/act1.md:318:dialogue:0,scenes/act1.md,318,dialogue,0,Have those studies been replicat--,Έχουν αναπαραχθεί αυτές οι μελέτες--,"{""speaker"": ""h""}"
scenes/act1.md:325:dialogue:0,scenes/act1.md,325,dialogue,0,Processed wheat will spike our blood sugar so they'll have to amputate all our limbs and then we'll-,Το επεξεργασμένο σιτάρι θα ανεβάσει τη γλυκόζη μας κι έτσι θα μας κόψουν όλα τα άκρα και μετά θα--,"{""speaker"": ""b""}"
scenes/act1.md:329:dialogue:0,scenes/act1.md,329,dialogue,0,DIEEEEEEEEEEEEEEEEEEE,ΘΑ ΠΕΘΑΝΟΥΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜΜ,"{""speaker"": ""b""}"
scenes/act1.md:342:dialogue:0,scenes/act1.md,342,dialogue,0,YOU USED *FEAR OF BEING HARMED*,ΧΡΗΣΙΜΟΠΟΙΗΣΕΣ *ΦΟΒΟ ΒΛΑΒΗΣ*,"{""speaker"": ""n""}"
scenes/act1.md:348:dialogue:0,scenes/act1.md,348,dialogue,0,IT'S SUPER EFFECTIVE,ΕΙΝΑΙ ΥΠΕΡΑΠΟΤΕΛΕΣΜΑΤΙΚΟ,"{""speaker"": ""n""}"
scenes/act1.md:352:dialogue:0,scenes/act1.md,352,dialogue,0,"See, human? I am your loyal guard-wolf!","Βλέπεις, άνθρωπο; Είμαι ο πιστός σου λύκος-φύλακας!","{""speaker"": ""b""}"
scenes/act1.md:356:dialogue:0,scenes/act1.md,356,dialogue,0,Trust your gut! Your feelings are always valid!,Πίστεψε το ένστικτό σου! Τα συναισθήματά σου είναι πάντα έγκυρα!,"{""speaker"": ""b""}"
scenes/act1.md:360:dialogue:0,scenes/act1.md,360,dialogue,0,GET YOUR HUMAN'S ENERGY BAR TO ZERO,ΦΕΡΕ ΤΗ ΜΠΑΡΑ ΕΝΕΡΓΕΙΑΣ ΤΟΥ ΑΝΘΡΩΠΟΥ ΣΟΥ ΣΤΟ ΜΗΔΕΝ,"{""speaker"": ""n""}"
scenes/act1.md:362:dialogue:0,scenes/act1.md,362,dialogue,0,"TO PROTECT THEIR PHYSICAL + SOCIAL + MORAL NEEDS, YOU CAN USE:","ΓΙΑ ΝΑ ΠΡΟΣΤΑΤΕΥΣΕΙΣ ΤΙΣ ΦΥΣΙΚΕΣ + ΚΟΙΝΩΝΙΚΕΣ + ΗΘΙΚΕΣ ΤΟΥ ΑΝΑΓΚΕΣ, ΜΠΟΡΕΙΣ ΝΑ ΧΡΗΣΙΜΟΠΟΙΗΣΕΙΣ:","{""speaker"": ""n""}"
scenes/act1.md:364:dialogue:0,scenes/act1.md,364,dialogue,0,FEAR OF *BEING HARMED* #harm#,ΦΟΒΟ *ΒΛΑΒΗΣ* #harm#,"{""speaker"": ""n""}"
scenes/act1.md:366:dialogue:0,scenes/act1.md,366,dialogue,0,FEAR OF *BEING UNLOVED* #alone#,ΦΟΒΟ *ΜΗ ΑΓΑΠΗΜΕΝΟΥ* #alone#,"{""speaker"": ""n""}"
scenes/act1.md:368:dialogue:0,scenes/act1.md,368,dialogue,0,AND FEAR OF *BEING A BAD PERSON* #bad#,ΚΑΙ ΦΟΒΟ *ΚΑΚΟΥ ΑΝΘΡΩΠΟΥ* #bad#,"{""speaker"": ""n""}"
scenes/act1.md:372:dialogue:0,scenes/act1.md,372,dialogue,0,"(PRO-TIP: PLAY THE CHOICES THAT PERSONALLY HIT YOUR DEEPEST, DARKEST FEARS!~)","(PRO-TIP: ΠΑΙΞΕ ΤΙΣ ΕΠΙΛΟΓΕΣ ΠΟΥ ΧΤΥΠΑΝΕ ΤΟΥΣ ΠΙΟ ΒΑΘΙΑ, ΣΚΟΤΕΙΝΑ ΦΟΒΑ ΣΟΥ!~)","{""speaker"": ""n4""}"
scenes/act1.md:374:dialogue:0,scenes/act1.md,374,dialogue,0,...,...,"{""speaker"": ""h""}"
scenes/act1.md:386:dialogue:0,scenes/act1.md,386,dialogue,0,you know what maybe it's time to check my phone.,"ξέρεις τι, ίσως ήρθε η ώρα να δω το τηλέφωνό μου.","{""speaker"": ""h""}"
scenes/act1.md:393:dialogue:0,scenes/act1.md,393,dialogue,0,PROTECT YOUR HUMAN,ΠΡΟΣΤΑΤΕΥΣΕ ΤΟΝ ΑΝΘΡΩΠΟ ΣΟΥ,"{""speaker"": ""n""}"
scenes/act1.md:395:dialogue:0,scenes/act1.md,395,dialogue,0,FROM THE WORLD. FROM OTHER PEOPLE. FROM THEMSELF.,ΑΠΟ ΤΟΝ ΚΟΣΜΟ. ΑΠΟ ΑΛΛΟΥΣ ΑΝΘΡΩΠΟΥΣ. ΑΠΟ ΤΟΝ ΕΑΥΤΟ ΤΟΥ.,"{""speaker"": ""n""}"
scenes/act1.md:397:dialogue:0,scenes/act1.md,397,dialogue,0,GOOD LUCK,ΚΑΛΗ ΤΥΧΗ,"{""speaker"": ""n""}"
scenes/act1.md:411:dialogue:0,scenes/act1.md,411,dialogue,0,ROUND ONE: *FIGHT!*,ΓΥΡΟΣ ΕΝΑ: *ΜΑΧΗ!*,"{""speaker"": ""n""}"
scenes/act1.md:415:dialogue:0,scenes/act1.md,415,dialogue,0,Huh. Facebook feed says there's a party happening this weekend.,Χμ. Το Facebook λέει ότι γίνεται πάρτι αυτό το Σαββατοκύριακο.,"{""speaker"": ""h""}"
scenes/act1.md:419:dialogue:0,scenes/act1.md,419,dialogue,0,Doesn't that weirdo throw a party *every* weekend?,Δεν κάνει αυτός ο περίεργος πάρτι *κάθε* Σαββατοκύριακο;,"{""speaker"": ""b""}"
scenes/act1.md:423:dialogue:0,scenes/act1.md,423,dialogue,0,What inner void are they trying to fill? They must be deeply messed up inside!,Τι εσωτερικό κενό προσπαθούν να γεμίσουν; Πρέπει να είναι χάλια μέσα τους!,"{""speaker"": ""b""}"
scenes/act1.md:427:dialogue:0,scenes/act1.md,427,dialogue,0,"Also, I got an invite?","Επίσης, πήρα πρόσκληση;","{""speaker"": ""h""}"
scenes/act1.md:431:dialogue:0,scenes/act1.md,431,dialogue,0,Well then!,Λοιπόν!,"{""speaker"": ""b""}"
scenes/act1.md:433:choice:0,scenes/act1.md,433,choice,0,"Say yes, or we'll die from loneliness!","Πες ναι, αλλιώς θα πεθάνουμε από μοναξιά!","{""anchor"": ""#act1c_loner""}"
scenes/act1.md:435:choice:0,scenes/act1.md,435,choice,0,"Say no, it's full of poisonous drugs!","Πες όχι, είναι γεμάτο δηλητηριώδη ναρκωτικά!","{""anchor"": ""#act1c_drugs""}"
scenes/act1.md:437:choice:0,scenes/act1.md,437,choice,0,"Ignore it, we just make parties sad.","Αγνόησέ το, απλώς κάνουμε τα πάρτι λυπηρά.","{""anchor"": ""#act1c_sad""}"
scenes/act1.md:442:dialogue:0,scenes/act1.md,442,dialogue,0,"Fifteen cigarettes a day, human! Fifteen!","Δεκαπέντε τσιγάρα την ημέρα, άνθρωπο! Δεκαπέντε!","{""speaker"": ""b""}"
scenes/act1.md:450:dialogue:0,scenes/act1.md,450,dialogue,0,"Then no one will show up at our funeral, they'll dump our ashes into the ocean, we get eaten by a whale,","Μετά κανείς δεν θα έρθει στο κηδειόφορό μας, θα ρίξουν τη στάχτη μας στη θάλασσα, θα μας φάει μια φάλαινα,","{""speaker"": ""b""}"
scenes/act1.md:454:dialogue:0,scenes/act1.md,454,dialogue,0,and we become WHALE POOP!,και θα γίνουμε ΚΟΠΡΑΝΑ ΦΑΛΑΙΝΑΣ!,"{""speaker"": ""b""}"
scenes/act1.md:471:dialogue:0,scenes/act1.md,471,dialogue,0,So yeah we should go to that party!,"Οπότε ναι, πρέπει να πάμε σε εκείνο το πάρτι!","{""speaker"": ""b""}"
scenes/act1.md:475:dialogue:0,scenes/act1.md,475,dialogue,0,"Just bring the laptop so we can do work, and not be a society-parasite.","Απλώς πάρε το laptop να δουλέψουμε, και να μην είμαστε παράσιτο της κοινωνίας.","{""speaker"": ""b""}"
scenes/act1.md:479:dialogue:0,scenes/act1.md,479,dialogue,0,Just as long as they don't serve WHITE BREAD,Μόνο να μη σερβίρουν ΛΕΥΚΟ ΨΩΜΙ,"{""speaker"": ""b""}"
scenes/act1.md:484:dialogue:0,scenes/act1.md,484,dialogue,0,"GOD. If it'll make you shut up, fine.","ΘΕΕ. Αν θα σε κάνω να σωπάσεις, εντάξει.","{""speaker"": ""h""}"
scenes/act1.md:486:dialogue:0,scenes/act1.md,486,dialogue,0,I'll say yes.,Θα πω ναι.,"{""speaker"": ""h""}"
scenes/act1.md:489:dialogue:0,scenes/act1.md,489,dialogue,0,"Whale poop, human! Whale poop!","Κόπρανα φάλαινας, άνθρωπο! Κόπρανα φάλαινας!","{""speaker"": ""b""}"
scenes/act1.md:501:dialogue:0,scenes/act1.md,501,dialogue,0,or even worse... WHITE BREAD,ή ακόμα χειρότερα... ΛΕΥΚΟ ΨΩΜΙ,"{""speaker"": ""b""}"
scenes/act1.md:509:dialogue:0,scenes/act1.md,509,dialogue,0,We'll overdose on so much meth and white bread they won't be able to fit our fat corpse into the cremation furnace!,Θα κάνουμε υπερβολική δόση σε τόσο μεθ και λευκό ψωμί που δεν θα χωρέσει το χοντρό πτώμα μας στον κρεματοριο!,"{""speaker"": ""b""}"
scenes/act1.md:513:dialogue:0,scenes/act1.md,513,dialogue,0,We'll overdose on so many drugs the undertaker will wonder how our body was *already* pre-embalmed!,Θα κάνουμε υπερβολική δόση σε τόσα ναρκωτικά που ο νεκροθάφτης θα αναρωτηθεί πώς το σώμα μας ήταν *ήδη* εμβαλαμένο!,"{""speaker"": ""b""}"
scenes/act1.md:524:dialogue:0,scenes/act1.md,524,dialogue,0,"Besides, can't party, we need to do work or we're a terrible society-parasite!","Εξάλλου, δεν μπορούμε να πάρτι, πρέπει να δουλέψουμε αλλιώς είμαστε τρομερό παράσιτο της κοινωνίας!","{""speaker"": ""b""}"
scenes/act1.md:529:dialogue:0,scenes/act1.md,529,dialogue,0,"GOD. If it'll make you shut up, fine.","ΘΕΕ. Αν θα σε κάνω να σωπάσεις, εντάξει.","{""speaker"": ""h""}"
